userName,score,content,at,thumbsUpCount
Mister Shehryar,5,thanks for you,2026-03-01 07:00:40,0
krishna mohan,1,good,2026-03-01 06:52:34,0
Shumaila Usman,5,good 👍,2026-03-01 03:47:48,0
Hs Hadi,1,good,2026-03-01 03:40:58,0
Kay,2,can your dumbass app show only opened restaurant instead of closed ones,2026-03-01 03:11:20,0
Faizal Mohamed,4,please give me discount,2026-03-01 02:57:51,0
Hassan Mustapha Bolaji,5,Nice meeting you noon,2026-03-01 02:33:06,0
MD Shanto Khan,5,nice noon,2026-03-01 02:09:26,0
Shakir Gulzar,5,very excellent application,2026-03-01 01:44:16,0
ezaj ali,5,nice,2026-03-01 01:36:38,0
Adi oye Jutt,5,good app,2026-03-01 00:35:51,0
abdul majid,5,fast delivery,2026-03-01 00:10:56,0
Sonu Darakasha,5,good,2026-03-01 00:07:07,0
Poli Riyaj,5,nice,2026-03-01 00:00:36,0
Azim Khan,5,Good 👍,2026-02-28 23:54:12,0
Bismilla Rahamanrahim,1,Ok,2026-02-28 22:58:11,0
Hasan Ansari,5,exelent,2026-02-28 21:57:58,0
RHEA JANE DADONG,5,"Easy, and convenient",2026-02-28 21:54:09,0
angkan mueid,5,good 😊,2026-02-28 21:40:30,0
Zahir Rehman,5,good 👍,2026-02-28 21:25:06,0
Jutt Bhai,5,nice,2026-02-28 21:23:49,0
Alaa Khairy Shalan,5,excellent,2026-02-28 21:12:52,0
Mohammad afjal Khan,5,very good quality 👌 thanks,2026-02-28 21:02:39,0
Rajat1908,1,Running big scam by selling food at high prices. Noon 15 minutes is another scam where these people don't deliver on time by taking high deliver charges. Really Pathetic.,2026-02-28 20:34:47,0
Mozibor Rahaman,5,awesome,2026-02-28 20:34:42,0
Sagor Rana,5,this is the good app,2026-02-28 20:33:01,0
Nashik Udayar,1,"overall the app is good, but when it comes to offers it will just give false hope. This app is full of lies",2026-02-28 19:33:05,0
benna grg,5,very fast and easy,2026-02-28 19:27:24,0
Shabi all Ramen,5,"Thank you sir,",2026-02-28 19:24:12,0
Riaz Ghazi,5,Good Work,2026-02-28 19:19:53,0
Khurram Mughal,5,good experience,2026-02-28 19:02:06,0
"MD., Sahil",5,good app 👍👍👍😊😊😊,2026-02-28 18:18:00,0
Habiba Mamdouh,5,جميل,2026-02-28 18:11:18,0
Ansari Navajis,4,nice,2026-02-28 18:02:50,0
Sadiashebhaz Shebhaz,5,❤️,2026-02-28 15:45:23,0
Alamgir Seikh,3,Good,2026-02-28 15:43:56,0
Jithesh Jithu,4,nice,2026-02-28 15:22:57,0
Tanzil Imam,4,good,2026-02-28 15:19:45,0
Jasim iqbal Jasim,5,nice,2026-02-28 14:00:36,0
rizwan mohd,5,good service,2026-02-28 13:06:40,0
Rahmat Khan,5,good,2026-02-28 12:22:06,0
Nadim Khan Nadim Khan,5,good,2026-02-28 12:15:14,0
Wkeel Ahmad,5,good 👍,2026-02-28 11:54:02,0
Sahil313 Zaidi,5,good,2026-02-28 11:07:32,0
Wedesi JLT,5,send fast,2026-02-28 10:24:20,0
Nithin P Joy,5,Good,2026-02-28 09:38:03,0
KALPANA SHRESTHA,5,I you,2026-02-28 09:00:01,0
Maryanne,5,satisfied,2026-02-28 08:53:55,0
Mohamed Nasser,1,good,2026-02-28 06:41:52,0
AZiZ KHAN,5,awesome 👍,2026-02-28 05:47:45,0
ATEEQ RAJA,5,great...,2026-02-28 05:31:38,0
LOTUS securities kdp,5,good,2026-02-28 05:30:35,0
Muhammad Shahzad,5,good app,2026-02-28 04:50:33,0
Yakubu Osman,5,very good,2026-02-28 04:24:23,0
Mohammad Naseem,5,good,2026-02-28 04:12:33,0
Muhammad Sharaz,5,loving,2026-02-28 04:05:45,0
Imran Khan,5,good 🥰,2026-02-28 04:02:46,0
Mohammed Antar,2,التوصيل سيئ المناديب عندهم استعداد يرمولك المنتجات في الشارع المهم انه يروح بدري,2026-02-28 04:00:57,0
Tabassum Hussain,5,good,2026-02-28 03:36:08,0
Arfin 33,5,good,2026-02-28 03:33:26,0
Javaid Iqbal,5,Technologya,2026-02-28 03:15:01,0
Sheikh As Sabiur,5,very easy to use,2026-02-28 02:57:18,0
Faizan Malik,5,overall experience is good 💯😊 setified,2026-02-28 02:53:16,0
Md parvez Kasab,5,very good👍,2026-02-28 02:43:22,0
Choudhry Nido,5,Awesome app and awesome company.,2026-02-28 01:58:28,0
Md Khaled,5,nice,2026-02-28 01:51:01,0
shahd Ehab,5,تحفه بجد,2026-02-28 01:50:33,0
Mr Miraz,5,Amazing 🥰🥰🥰💝,2026-02-28 00:55:22,0
Abul Kalam,2,good,2026-02-28 00:44:02,0
Ahammed -ap,2,wow,2026-02-28 00:34:20,0
Asif Jaha,5,good,2026-02-28 00:30:34,0
Mn Tarek,5,Good noon,2026-02-27 23:57:06,0
Andre Alshekh,5,gooood,2026-02-27 23:16:10,0
Md Shakil,5,"loss my car mony,",2026-02-27 23:09:58,0
Safee Safeek,5,very good,2026-02-27 22:47:59,0
Maged Mohamed,5,nice thank you,2026-02-27 22:44:22,0
Asif Manzar,5,great value of items,2026-02-27 22:11:47,0
Sirtaj Khan,5,good,2026-02-27 22:00:02,0
Umer Zfold,5,good,2026-02-27 21:56:36,0
Ahmed Abdul kawy,5,حلو,2026-02-27 21:48:11,0
Dilshad Azmi,5,Nice 👍,2026-02-27 21:37:28,0
Zeelani Mohd,5,good,2026-02-27 21:32:31,0
Al-Amin Alve,5,good,2026-02-27 20:41:17,0
ik imran khan,5,Amazing service Thank you noon,2026-02-27 20:16:48,0
arif ahmed arif video,5,nice,2026-02-27 19:59:21,0
Asgar Shaikh,5,good 👍😊,2026-02-27 19:54:15,0
Faraz Arshad,5,Fraud - Not Delivered but charged please avoid this app,2026-02-27 19:42:40,0
Md Dalim,3,nice,2026-02-27 19:40:06,0
Abdulrahman Allui,4,Mashaa Allah,2026-02-27 19:39:53,0
Sahil Rocky,4,good,2026-02-27 19:34:57,0
Ashutosh Kumar,1,i like noon,2026-02-27 19:33:19,0
Hassan Tasir,5,Good Response,2026-02-27 19:22:11,0
Multiple Information and entertainment,4,good,2026-02-27 19:20:41,0
Gurjant,5,good,2026-02-27 18:59:37,0
JASIM CARS RAK,5,good service 👍👍,2026-02-27 18:56:05,0
Aqeel Raja,5,Trusted 👍🏻,2026-02-27 18:44:45,0
Md Md,5,great app,2026-02-27 18:33:14,0
Md Badrunddin,5,nice,2026-02-27 18:17:02,0
Longlife Long life,5,Good,2026-02-27 18:10:29,0
Noorai Ahmad Khan,5,good service,2026-02-27 18:08:55,0
Jefferson Etnerfacir,4,"I pay for extra money to make priority my order and to delivered fast ,still not coming my order ..",2026-02-27 17:38:06,0
MD Rasel Alam,5,very good,2026-02-27 17:28:06,0
Rafi Chowdhury,5,Good,2026-02-27 16:13:23,0
Wassem Mohab,5,nice,2026-02-27 16:08:26,0
Paresh Bandekar,5,super fast purchase and delivery soon within one day..too good super .. recommend to every online user ...,2026-02-27 15:52:16,0
Jeje gyal,5,great,2026-02-27 15:45:59,0
Gulbahar Ali,5,nice,2026-02-27 15:41:54,0
Izzat Badawi,1,Installation service very bad and no one cares,2026-02-27 15:38:31,0
Raj Kumar Tiwari,5,good,2026-02-27 15:31:08,0
Amarjeet Kumarsingh,5,good luck,2026-02-27 15:21:26,0
mustafa mahmoud,5,ممتاز,2026-02-27 15:18:55,0
Bibas Thapa,5,good apps and services 🫡🫡🫡,2026-02-27 15:08:49,0
Harsh Sahu,3,good,2026-02-27 14:52:50,0
Mohamed Mostafa Serafi,5,excellent service,2026-02-27 14:51:57,0
Md Jahangir,5,God app,2026-02-27 14:30:37,0
ASHKAR VA,5,good,2026-02-27 14:27:43,0
Ekhlaq Ansari,4,very good 👍,2026-02-27 13:55:29,0
Chudasama Nishit,5,good,2026-02-27 13:47:00,0
Dike fenira,5,very good olshop,2026-02-27 13:39:27,0
Abu thahir,3,too slow,2026-02-27 13:26:25,0
Amina Alsaati,5,very good application 👍,2026-02-27 13:05:07,0
Shafeek Ali,5,shafeek kapra,2026-02-27 13:04:42,0
AHMED TOLBA,3,lagging,2026-02-27 13:01:40,0
Ibrar Khan,5,excellent,2026-02-27 12:31:08,0
Kather Jamal,5,good,2026-02-27 11:52:11,0
Md Ibrahim,5,I need now,2026-02-27 10:48:56,0
Yousef Mohamed,5,نيس,2026-02-27 10:42:46,0
Md Monju,5,i love noon god all podak,2026-02-27 10:19:23,0
Thiri Naing,5,I like,2026-02-27 10:08:07,0
tara singh,4,👍,2026-02-27 09:13:03,0
Dipankar Jena,5,nice,2026-02-27 09:02:47,0
somrat sk,5,good,2026-02-27 07:22:02,0
ahmed saif,5,good,2026-02-27 06:49:48,0
Shami Mf,4,Very good apps,2026-02-27 06:43:38,0
macharia mwangi,5,"fast, reliable and convenient esp. in payments.",2026-02-27 06:41:13,0
Zarkash Shani,5,good service,2026-02-27 06:41:06,0
Amit Amit. K,5,good,2026-02-27 06:36:12,0
amna alsuwaidi,4,"I have been using this app for years now. I Its my go to app for groceries and food orders. It is convinient, easy to use and quick. But recently.. I felt disturbed by some of the in-app ads when I searched for peronal appliances that were not even related to the ad. Considering the modest nature of this country's culture and islamic teachings, I found the ad to be inappropriate, I have seen children use the app too. please remove those ads.",2026-02-27 06:26:35,6
Ahamad Khan,4,fast delivery and good product,2026-02-27 06:10:27,0
Sajad Bhi jan,4,ممتاز,2026-02-27 05:30:08,0
Bilal ahmad,5,nice,2026-02-27 05:29:40,0
Muhammad Raza,5,great experience,2026-02-27 04:47:02,0
Afridi Sniper MA98,5,great,2026-02-27 04:17:48,0
Mohamed,5,Good,2026-02-27 03:54:11,0
KpK Mashwani,5,good service,2026-02-27 03:43:58,0
Masood Ahmed,4,good,2026-02-27 03:25:39,0
Oliver Pingol,5,Good,2026-02-27 02:11:55,0
Jamal Usmani,4,good very nice,2026-02-27 01:54:23,0
Dilshad Ahmad,4,good,2026-02-27 00:50:04,0
Abdul Gafoot,5,This is good scheme and support to instalment way to purchase items.,2026-02-27 00:47:12,0
Vishnu Rs,5,its good,2026-02-27 00:44:06,0
javed iqbal,5,Thank you for your very good services noon.. 🥰,2026-02-27 00:10:36,0
Fatma fs,4,"It's a good app, I just had issues with the delivery guys but hopefully things are better now",2026-02-26 23:52:14,0
Abu Hafiz Khan,5,Good,2026-02-26 23:06:11,0
Kasam Kasam,2,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️🥰❤️🥰❤️🥰❤️🥰❤️❤️❤️❤️❤️❤️❤️❤️🥰❤️🥰❤️🥰❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️🥰❤️🥰❤️🥰❤️🥰❤️🥰❤️🥰🥰❤️🥰❤️🥰❤️🥰❤️🥰❤️🥰❤️🥰❤️🥰🥰❤️🥰❤️🥰❤️🥰❤️🥰❤️🥰❤️🥰❤️🥰❤️🥰❤️🥰❤️🥰❤️🥰❤️🥰❤️🥰❤️🥰🥰❤️❤️🥰❤️🥰🥰❤️🥰❤️🥰❤️🥰❤️🥰❤️🥰❤️🥰❤️🥰❤️🥰❤️🥰❤️🥰❤️🥰❤️🥰❤️❤️🥰🥰❤️🥰❤️🥰❤️🥰❤️❤️🥰🥰❤️🥰❤️🥰❤️🥰,2026-02-26 22:55:06,0
Rishan Abrhaley,5,good,2026-02-26 22:51:21,0
Nehyan_pardasi Pardasi,5,very good,2026-02-26 22:44:38,0
Rommel Orro,5,good,2026-02-26 22:38:15,0
mustaffa Khan,5,good,2026-02-26 22:20:29,0
Waqas Yaqoob,5,Very good,2026-02-26 22:17:35,0
Alex Nsubuga,4,delivers on time,2026-02-26 21:45:35,0
emy ahmed,5,روعه حقيقي,2026-02-26 21:12:39,0
Mohamed Atef,5,💕,2026-02-26 21:06:35,0
Arsalan Ahmad,5,great service,2026-02-26 20:43:01,0
SELVAKUMAR GOVINDASAMY,5,Good,2026-02-26 20:32:52,0
Rifat HKR,5,nice good,2026-02-26 20:29:52,0
Majid,5,wonderful application,2026-02-26 20:29:07,0
Moimran Ansari,5,good,2026-02-26 20:16:38,0
MOHAMMED RAFIQ,5,very good service,2026-02-26 20:14:44,0
Joy Nal,5,good,2026-02-26 20:06:52,0
Mohammed Founas,5,good,2026-02-26 19:37:52,0
Saleem Khan,5,very good product original poco x6 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,2026-02-26 19:30:47,0
Md Ashraful,5,best online app,2026-02-26 19:29:49,0
Eatikhar Shakih,5,ok,2026-02-26 19:21:17,0
Ram sah,5,good,2026-02-26 19:03:41,0
Nawas Shareef,5,good,2026-02-26 18:50:52,0
Qauzi Moen,5,good 👍👍,2026-02-26 18:38:28,0
Afsar Ali acha ji,5,Best,2026-02-26 18:34:34,0
Zainul nizamvs,5,supr,2026-02-26 18:33:37,0
Munna Ansari,5,noon is butter services,2026-02-26 18:28:57,0
dina al hasan,1,"There is no proper customer service on Noon Food. I submitted a complaint and received no response. This is not the first time I received the wrong item. It keeps happening, and there is no clear way to speak to a representative. Very disappointing experience.",2026-02-26 18:18:42,0
Shoebaslam Sondke,5,Very Nice,2026-02-26 17:57:56,0
Al Amin,2,good,2026-02-26 17:43:46,0
Ayaz Khan,2,good,2026-02-26 17:38:46,0
Yahya Mohammed,5,افضل تطبيق في مجال التسوق أونلاين التطبيق سهل ومريح وكمان خدمه العملاء والاسترجاع والحاجات اللي زي كده ممتازه,2026-02-26 16:43:38,0
Md Jasim,5,Good,2026-02-26 16:15:23,0
Albousaifi,1,تجربة تسوق سيئة تم الغاء طلبية مدفوعة ، فقط لعدم الرد علي مكالمة سائق التوصيل رغم اني دافع سعر توصيل اضافي وتم أخذه رغم الغاء الطلبية,2026-02-26 16:11:58,0
Tiwari Amar,5,good service,2026-02-26 16:02:09,0
Sharvan Yadav,4,it's good app,2026-02-26 15:07:20,0
Alex Razzouk,5,good,2026-02-26 14:34:34,0
Zaina jeyn Ismael,5,nice,2026-02-26 14:34:27,0
V-jay Fatehgarhia,5,nice,2026-02-26 14:19:57,0
Mary Jane Gallo,5,nice,2026-02-26 14:06:10,0
SAMIR BK,5,good 👍,2026-02-26 13:46:57,0
Osman Goni,5,good,2026-02-26 13:22:02,0
Jihad Mizan,5,😍🥰🥰,2026-02-26 13:13:24,0
Mohamed Aatti,3,hard to navigate. I couldn't reach to the home tools category. also more items and offers should be added to compete with Amazon and temu,2026-02-26 12:58:14,0
Riyaz Riyu87,4,good,2026-02-26 12:57:24,0
Lilam Gaha,5,good,2026-02-26 12:47:30,0
Muhammad Umer,5,💜,2026-02-26 12:26:19,0
Muhammad Ghafran,5,Good,2026-02-26 11:57:53,0
Ayari Souhaila,5,faster,2026-02-26 11:44:54,0
Shakib Khanapuri,4,thank you noon you are best delivery,2026-02-26 11:16:25,0
badharu pdp,5,good 😊,2026-02-26 10:53:52,0
Md Sujon Ahmed,5,very good,2026-02-26 10:41:21,0
M Shahin,5,its good,2026-02-26 10:33:07,0
Fathah KK,5,Nice,2026-02-26 10:28:43,0
Apnaderi Amin,5,"I ordered a bunk bed curtains for 50 aed but the total price was kept at 63 aed with delivery fee of 13 aed.If the delivery fee is free, it will be convenient for customers like us",2026-02-26 10:24:09,0
Imran Tariq,5,Good service,2026-02-26 10:14:53,0
Manish kurup,5,cool,2026-02-26 10:11:19,0
Patricia Marie De Mesa,1,worst food app. it charged me 29.99 even if i unsubscribe months ago. there were no live customer agents to contact to. uninstall and unrecommend to everyone,2026-02-26 10:04:24,0
Muhammad Ali,5,Better by far than other competitors.,2026-02-26 09:55:19,0
Mohamed Zayed,5,thank you.,2026-02-26 09:51:49,0
MUHAMMAD ALI BASHA FULARI,5,nice,2026-02-26 09:34:09,0
Md Harun-Or Rashid,5,"I recently experienced with Noon, and I am truly impressed. The service was smoothly within the given time, and the customer support team was very professional, polite, and helpful throughout the process. Everything was clearly communicated, and there was no confusion or delay. My overall experience was surprisingly satisfying. It gave me confidence to shop again from the app. I really appreciate the excellent service and quick response from the support team. Highly recommended!",2026-02-26 09:33:35,5
Ibrahim Mirza,5,"super noon, need to increase offers on more products .",2026-02-26 09:01:01,0
al shafak,1,please fix the payment problem whenever I try to buy something there is showing please wait a minute again and again,2026-02-26 08:56:44,0
Saif saiful,5,good,2026-02-26 08:03:21,0
Braa Chingy,5,"very easy, fast and trusted",2026-02-26 07:57:45,0
Karim El Raddaf,1,"they're NOT worth the trust,they're fooling people,after 5 months I found out they're deduct monthly 24.99 as membership WHAT MEMBERSHIP ARE YOU TALKING ABOUT I DIDN'T REGISTER ANY MEMBERSHIP WITH THEM. DON'T TRUST THEM...",2026-02-26 06:34:11,0
Mohamed Zubair Zubair,1,"This application has proven to be one of the most unsatisfactory I have encountered. I experienced a lack of proper responsiveness, and my order was canceled without my consent, even after payment had been processed. Due to these significant issues, I will be uninstalling it from my device.",2026-02-26 06:14:09,0
Umair Khan,5,very good,2026-02-26 06:08:26,0
Danish Ahmad,5,good,2026-02-26 05:55:07,0
Muhammad AFFAN,4,good,2026-02-26 05:09:49,0
Arun Magar,5,great,2026-02-26 04:14:32,0
Uzma Iqbal,1,it took me many attempts to just get to order my item. kept redirecting me several times and refunding my amount without processing properly. v disappointed. amazon is one click n job done,2026-02-26 03:39:04,0
Harun Hussain,5,good,2026-02-26 03:26:49,0
Taoufik El hajoui,5,noon is one of the best apps I use in my life,2026-02-26 02:37:30,0
md fuwad,5,Good,2026-02-26 01:15:25,0
Shahir K,5,good,2026-02-26 01:07:05,0
Asif Baloch,5,it's good app I buy with tabby noon,2026-02-26 00:17:00,0
Altaf Sirg,5,nice app,2026-02-25 23:57:32,0
mohamed H,1,المنتج لم يصل ،المندوب سرق الشحنة,2026-02-25 22:45:49,0
Rk Singj,5,very good,2026-02-25 22:26:50,0
Raja Soban aziz,3,V good,2026-02-25 21:52:37,0
Md Riaz,2,thanks noon,2026-02-25 21:42:17,0
Rakib Sakar,5,good,2026-02-25 21:41:02,0
MD Salim Ahmad,5,good job,2026-02-25 21:32:18,0
mohammed khabbazeh,2,payment problem and hold manytimes until successed at the end,2026-02-25 21:32:04,0
ATTA UR RAHMAN Yousafzai,5,very good very easy,2026-02-25 21:30:05,0
MUHAMMAD MINHAZ AHMED,5,good,2026-02-25 21:18:33,0
Rebca Thagrg,5,Best Service trustable 🤗,2026-02-25 21:17:30,0
mohsin amin,3,App works too slow,2026-02-25 21:11:58,0
Abdelmalik Ragab,5,ممتاز,2026-02-25 21:11:42,0
Zuhaib khan,5,good service 👍,2026-02-25 21:05:30,0
Kurban Ali,5,good,2026-02-25 21:00:54,0
Ashraf Kalangodan,5,good,2026-02-25 20:52:10,0
Paras Yadav,5,Good,2026-02-25 20:38:20,0
Arun Sulochanan,1,"unathorised transaction while refund of an item. i am a frequent customer and annual noon one customer . recently i had faced with serious issues from noon .while cancelling an order i got msg that refund processed , same time instead of refund , same amount debited again from my card. and i have contacted bank and blocked my card and they issued new one. one week later with the new card same issue repeated. i cancelled another order and same amount debited again.",2026-02-25 20:31:32,1
Md Bahauddin,5,good,2026-02-25 20:29:19,0
Md Shimul,5,good,2026-02-25 20:26:48,0
Osman Goni,5,well option,2026-02-25 20:24:46,0
Shahbaz Ahmad,3,very good,2026-02-25 20:24:33,0
Miash Nakato,3,Delivery on time,2026-02-25 20:16:42,0
Yousuf Ali,4,i regular customers of noon im from Bangladesh really Trusted and lower price all item i very happy joining with noon family,2026-02-25 20:14:30,0
Jhen,5,good,2026-02-25 20:13:05,0
Hani Fadul,5,easy with good price,2026-02-25 20:05:02,0
Muhammad Bilal,5,Good platform everyone for buy low price and good quality one more this is trusted app my opinion one time survey and find own choices items here good luck for your wishes.,2026-02-25 19:36:44,0
a.abdul azeez,5,good,2026-02-25 18:42:56,0
Subramanian Suresh,5,Good,2026-02-25 18:29:07,0
Farhan Adil,5,Noon is the best,2026-02-25 18:22:59,0
imran ahmad,5,Amazing app,2026-02-25 18:20:14,0
abdul hamid khan khan,5,excellent service,2026-02-25 18:18:33,0
Sherief Mohammed,5,very good,2026-02-25 18:17:59,0
Mohd Sameer,5,Very nice,2026-02-25 17:56:27,0
Opp User,5,good 👍,2026-02-25 17:19:13,0
Nasasira Evas,5,A great experience 🥰,2026-02-25 16:40:42,0
Mujahed Albazi,1,"app keep crashing, for the oast month everytime I open the app its crashing, also there is no reminders fir payments like ither apps, they just deduct directly from your card even for annually renewal, I'm so disappointed by them, they where very good before...",2026-02-25 16:05:29,0
Faeis Faeis,5,good 😊,2026-02-25 16:01:35,0
Kiratee Rai,5,i hope its good my item,2026-02-25 15:57:17,0
NIHAL C NAVAS,4,nice,2026-02-25 15:54:15,0
Toqa Mohamed,5,"its most popular and easier online shopping app in Egypt, and customer services are perfect very helpful and friendly staff , i really like it 😀",2026-02-25 15:43:23,0
Mohamed Saleem,5,have purchased more like in store. very easy options.,2026-02-25 15:24:01,0
Kamal Hossen,5,nice,2026-02-25 15:01:15,0
Fazal Malik,5,thank you so much noon 🥰,2026-02-25 14:51:43,0
Ammanu Kunnu,1,"I ordered 10 pcs in now now, they have sent only 1 pcs without informing me, loss on delivery charge and service charge because of 1 pcs, I tried to reach customer support, only ai is responding",2026-02-25 14:39:43,0
Mhmd Hesham,1,customer service are hard to reach and it is only on chat,2026-02-25 14:24:09,0
Danish Quamer,5,Noon is the best in ksa,2026-02-25 13:48:08,0
Mishal Usman,5,quick delivery,2026-02-25 13:24:50,0
Zihad Hossain,1,high price,2026-02-25 13:18:55,0
Majidul Islam,5,Nise,2026-02-25 12:42:02,0
Unique Shaz,1,"I simply love noon❤...quick and amazing Now I'm back here again and sad. An item is like 90 riyals if I click it,immediately the total goes to 126,if I select a second item maybe 100 riyals,the item jumps to 150...so by the time I have selected my 9 items for example, the total is at 900. What it this? What kind of a bad trick have guys started using? I have bought phones from noon but now it have started feeling unreliable. I have now cancelled everything 4 times from my cart due to this.",2026-02-25 12:28:37,4
Ashik Ali,5,best services,2026-02-25 11:37:12,0
Nabeel Cheema,5,very good 😊,2026-02-25 11:05:11,0
Haider ali gill Haider ali gill,5,excellent,2026-02-25 10:14:47,0
Afzal Khan,3,good,2026-02-25 09:55:42,0
Md Rana,3,good,2026-02-25 07:46:28,0
Maran lu lu din,5,nice,2026-02-25 07:38:56,0
MAHENDRAN SEEMAAN,5,perfect,2026-02-25 06:34:03,0
MUHAMMAD Hashreen,5,very good 👍,2026-02-25 06:07:07,0
Roy Luga,5,Nice,2026-02-25 05:42:02,0
Imran Khan,4,keep it up,2026-02-25 05:24:31,0
derartu Tola,5,good 👍,2026-02-25 04:26:23,0
Komol Ahmed,5,This is the best policy in the online world.,2026-02-25 04:15:35,0
MD:Younus ali,5,very good,2026-02-25 04:09:17,0
Junaid Ali,4,good,2026-02-25 03:37:44,0
Rizwan Naz,5,nice,2026-02-25 02:19:19,0
Shafqat Nadeem,1,good,2026-02-25 01:38:48,0
Yaz R,1,no customer support.,2026-02-25 01:37:36,0
MD Shahbaz Ansare,5,good 👍,2026-02-25 01:24:49,0
Sedra Hossam,5,حلو اوي,2026-02-25 00:58:20,0
Eldor Rahmatjonov,5,very good servis,2026-02-24 23:39:21,0
Md sumon Mia,5,good,2026-02-24 23:38:12,0
Kamal Karki,4,goodapp,2026-02-24 23:15:05,0
Shanod Kp,3,good,2026-02-24 23:06:47,0
Ziyad Hasan,4,good but worth better interface,2026-02-24 21:56:36,0
Faruk Patwary,5,good,2026-02-24 21:53:56,0
mdad mia,5,good,2026-02-24 21:47:51,0
Zaheer Ahmed,5,great,2026-02-24 21:45:16,0
Muhammad Usman,5,Nice app good and fast delivery,2026-02-24 21:36:37,0
Medo Abdo,5,شكرا جزيلا تطبيق محترم وخدمه مميزه,2026-02-24 21:30:32,0
Sumon Hossain,5,good,2026-02-24 20:43:28,0
Nk Khan,5,wonderful,2026-02-24 20:38:57,0
Abrar Faisal1.8,3,Good this system,2026-02-24 20:19:33,0
Mohammed Zia Anis Ansari,5,good👍,2026-02-24 19:11:32,0
Basa Srinivas,5,good,2026-02-24 19:09:28,0
Ghulam Dastagir,5,good,2026-02-24 18:40:19,0
MD RAKIBUL ISLAM,5,good,2026-02-24 18:33:25,0
